Post,Link,Posting Date,Image,Reactions,Comments,Shares
It’s not going to be easy but together we can overcome adversity. Look ahead and focus on #ALifetimeForGood 🛣️,https://web.facebook.com//InsularLifePH/videos/2322242464740614/?__xts__%5B0%5D=68.ARA1UtjbZkTVvH9uuecqxRN8gOrLgB-VX1_DCJz8YkI-kpHYD5e4mDgtMSlRMNjQEKq67pWfHhC0oKJYS6sgXXC5XxnPbEU0efkdA5hUgT84YFZ5rqQFRXQXXkXNDOXhXY6Gg3mw6_r7CM64kOXRzwA8E40Ox7exjpCfwoL7lIe4K4_LSdJYXlbknFmbPPf-6k2Sv9IMqJgh3fF5Y02zmeeUwuTMdxPbHhst67hxC7wTIawezK-Wbv0L-EbK-4mv3Did7HIIiyK01b16X_DIQFtDQ0SKZ1pYYvxbH0izEqlF_HIiE9dRFAfe_81fcmQ3cV2jAmDItAWcEsOoEMe7G_sZLUPCZGeGGpYEuQ&__tn__=-R,2020-03-22 00:00:01,,"{'Total': '94', 'Like': '81', 'Love': '13'}",{},77
"Most of us have encountered unexpected expenses because of this public health emergency. We understand completely and that’s why we’ve extended the grace period for premium payments that fall due on March 11 to April 30, 2020 to two months. We want to make sure that you and your loved ones stay protected without any interruption and continue to look forward to #ALifetimeForGood",https://web.facebook.com//InsularLifePH/photos/a.670611212975470/2819400824763154/?type=3&__xts__%5B0%5D=68.ARCLieTJlCWEEyorxssqyeoVkL-sWM5xB0gNN2LaRp5oaA2I0DP0QuR4YkNFgbWuqosKY45Miea83Hk4MDJ70oFCZLYIMPGRK6ciWsxJCEw15PDDSMTuBt-1ZJYJmk7ThNC9rHz0f_Q3BB1skegTcpgphdlpSIkaTo4Z-9nwDUgbrTJh7Pn8NK2Q_rOW7Cq_Hc9rkzFrv-_ViP2BGarbZr3eIcCZRHtzeI3J3q4XmtJ1ajSRgoLJIWBRyIBZVJQCh5TzQOED9YROzNT8nOTd-PtNHruBdTYZGbwE2iTFxzctwO934Mjt2OnGEbjuZOsMEIZbPCZHbn-r5gBEd-h8HvxiHA&__tn__=-R,2020-03-21 05:16:40,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/90116958_2819400828096487_8759024933297717248_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_eui2=AeH1auww62YlNSFhtddDssGpbwbE9Xl2BFZvBsT1eXYEVieobd1SU8sRdTeBo_mHy85K5rJMybJIuvQoBieTSsf1&_nc_ohc=BQyW1Nqb1IMAX8o00Xk&_nc_ht=scontent.fmnl5-1.fna&oh=63ca7e56f7021b41d75272fdca57aa02&oe=5EB0E46A,"{'Total': '167', 'Like': '127', 'Love': '37', 'Wow': '2'}","{'Lisa Tan': {'text': 'Parang lumabo ata. Meaning due paymnts from march 11 to april 30 wl b gvn 2 months grace period? So if April 30, meaning til june 30? Kc i thought from march 11 maging april 30 ang due date😊', 'post_date': '1584779769'}, 'Kin S. Roz': {'text': 'What after the grace period? Does client pay two months in one time?', 'post_date': '1584776950'}, 'Thessa Soledad Palencia': {'text': 'Thank you ❤️', 'post_date': '1584770084'}, 'Aurora Moulic': {'text': 'Thank you', 'post_date': '1584773824'}, 'Lenny Abalos': {'text': 'Thank you', 'post_date': '1584770348'}, 'Bebe Heidz A': {'text': 'Good afternoon, i am having difficulty on paying my premium thru metrobank direct. Policy number is rejected as acct#. I don’t have billing received for my feb28 due. My grace period will end by march30.', 'post_date': '1584936436'}, 'Luz Remedios Gozun': {'text': 'Manager winthel Carreon tan basahin MO sya tnx', 'post_date': '1584768382'}, 'Faye Reyes': {'text': 'Ronel Llanes yeyyyy', 'post_date': '1584815122'}}",122
"During this global health crisis, we recognize the important role we play in helping Filipinos manage and recover from the effects of the Coronavirus. While the company is on work suspension, our employees continue to receive their full salaries and our clients are still being served via alternative work arrangements. We will always prioritize the safety and welfare of our employees, at the same time, we will not stop doing good by our countrymen especially at a time when they need protection the most.  #ALifetimeForGood 🇵🇭 https://www.insularlife.com.ph/…/insular-life-extends-premi…",https://web.facebook.com//InsularLifePH/posts/2819108848125685?__xts__%5B0%5D=68.ARC3HQeSv-Cn9zPlhMvYRR2a9HP1F8RxtxD-wQ3wm3N4ChtGnadGBPa86f8ue_ueA02UwcBSfdj1sWj92E-ycyT6Y-JsdoHDsYsM6y03nVBhN-qpPRiAyrrEEclShOwEnL9WxECQ8YVHRvmDyQocJ-hguG5ZoYyb8Kk98R9KaYzFxBtvql6yl3LmfDBxk_8RD3G5ub-Y7Lo0QjNH-XkQv86isx0RRq5Wnd-PJfzijWmz9XsG-mKYz1G5vMAFVCWm1SfIudDi7T2l7sWxCHNoeJIGcmTAXj5tglJ7z-9-33MKree2NEL1Lm_STAAnzwAVwzzUe5rtexQUgj6g6xlZ7bTGnQ&__tn__=-R,2020-03-21 01:59:43,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQB3f9JaSHY-JzVh&w=540&h=282&url=https%3A%2F%2Finsular-life.s3.ap-southeast-1.amazonaws.com%2Fuploads%2F5882005b-9742-4462-847a-a71f8639f949%2F23AD38AD-6BA2-418B-A434-1A3EA7123BD3.jpeg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeHNT0eolqNS-DBOOOmd58oo8pyAoH_W6CjynICgf9boKDhBwezRCoJJW6WC_qhbunKs1QjmweT6Zrol3aqWXU71&_nc_hash=AQDaYki3o3yEepqa,"{'Total': '212', 'Like': '152', 'Love': '58', 'Wow': '2'}","{'Rose Buccat': {'text': 'Thank you Insular Life for your love and concern for your Policyholders and employees. God bless us all.', 'post_date': '1584843338'}, 'Gina Bartilet': {'text': 'Thanks po', 'post_date': '1584770440'}}",207
"Pay your premiums the way you pay your other bills - online and hassle-free! Register and log-in to the InLife Customer Portal today: bit.ly/inlife-cp  We've extended the grace period on premium payments due from March 11 to April 30, 2020 to 60 days to make sure you and your loved ones continue to be protected and look forward to #ALifetimeForGood during this public health pandemic.",https://web.facebook.com//InsularLifePH/photos/a.202621819774414/2817950971574806/?type=3&__xts__%5B0%5D=68.ARDWd0K9K1kaVM7t39aLpt7R3y1kYahVe5znd-t-XlwsKqlMUbOQTJAYNHv_1x3iKNridKHoN2xHsmcpuGkQ7rrunj-TfBYlUa-MctpBVwMi4s49nSWXUcaFFOwh8w4tMhucm-g1bGYZ2UmJzKW-lYtVakWWdIEIRHXNl3oKyHxJgjCdiGI0FHX5DgT6tJrkLJ7eEgjznK7z63eL3tw_2YE91_se86XYIXkTV_d57WI8eXDWa19c2tEbYE5kXWxYjtyVfNYvxDQL7SfPbvSIkm5PpVhEACfgIrQsntwluJ23i7AVXoR3VB71fvbG7X1B2qi7dndzB2AOOnDprrSMNkFvXQ&__tn__=-R,2020-03-21 00:00:24,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90428826_2817950978241472_7176290473533767680_o.jpg?_nc_cat=103&_nc_sid=8024bb&_nc_eui2=AeHzoBi7VW8l7KOp3S_QkSrYzBNiQNijMSbME2JA2KMxJi0kgdbv2zt7qNvVwYxzVd3zJnSmC25d4PLNCTeg81W8&_nc_ohc=GJKErc8BYA0AX8uynKq&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=8bd52a57d178b7336cd41134e69570a9&oe=5EB154A9,"{'Total': '35', 'Like': '30', 'Love': '5'}",{},52
"Not your typical Friday night, huh? If you're thinking of things to do while being stuck at home, here are some #Maperaan ideas from InLife Wealth University.",https://web.facebook.com//InsularLifePH/posts/2817759328260637?__xts__%5B0%5D=68.ARDy1dKpSOrNGpBrH54GY51Gf3bGTdTtXAdSdVuKtl8C_LetF9bBV931eRzrlMH5tPcRi4zh6ju7gQrqlyD-ZqJ7AhrfF3P0_pJUW2KXmFJzHd3RgIxd0SN3JhyE7tk7OdQ-S1cUW3XdsFiGQoaqcvWxWcZ7N-3LdxB3kbLN4pHPp6rAl6lndhFUkqhTPrbcueS_Ci6IyFkM931N2VfteM0JijgRs4myN7LCcbXCnPmhyDedoX4lU9IJyFmJKiFDfdPHW9PNYrpKJ4XWv-4cs2JP3wJKuIoipO1kuEd4vstu56WSRmwD1EcfcVSbZbNMU39mlEv7JbmXA5dOKMLYFJU7kg&__tn__=-R,2020-03-20 13:29:29,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQBNrSHNdguqZuFp&w=540&h=282&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FbjzxPuFM4P0%2Fmaxresdefault.jpg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeFX16gBEk-8q67VDanUNlsoSLGq9cD6nyJIsar1wPqfIpdmyBXH_CTuRXHfUiZCJVgQ7MY9NJZvz5D_gGK9qdQS&_nc_hash=AQCoU4WZGohC3R1K,"{'Total': '72', 'Like': '66', 'Love': '6'}",{},41
"As we navigate this unprecedented public health emergency, we are committed to reducing business disruption as much as we can because we know that thousands of Filipinos are counting on us. We are continuously monitoring the situation and we will take appropriate actions, as the situation unfolds. For now, let us remain vigilant, but calm and level-headed. Let us all stay healthy and observe conscientiously the health advisories from reliable sources. #COVID19  Full advisory here: http://bit.ly/inlife-ecq",https://web.facebook.com//InsularLifePH/photos/a.2817118608324709/2817125458324024/?type=3&__xts__%5B0%5D=68.ARD2q-iY0tjGjrzV4McMj-io9INvQ03KeflVVZH8b9sE_hMv1U691-1zqxuW1HNyoT9wWweSzqly8hxDxWSY_8bhXhwCEBABpxYLaAgaHINyBbf-zPoXy3OooZbU0DHKfeP338rEkvPU_YEff3en-NcdJqe7OGQ_EgFFqVyok_aEaIvoS9hJ9sQLQvWMSCFvXadDlBVZ8wyTTgsP25rPl-i0hvp5PttIeRqj6LXuusCEd5NLzQq9hyBH_vc0Z4FMqsXV-g7cLr9tsg5xd8l7oHXa4JWkeTjMzAxEDLnXLS7j9EB3YRl5UwsWWXG7YuUqiZTSYLW8F8E-7ZB97x7tARA_Pg&__tn__=-R,2020-03-17 04:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/90018715_2817125461657357_6393497409271365632_o.jpg?_nc_cat=106&_nc_sid=e007fa&_nc_eui2=AeGFzJD7_BVuaayxrELddagtsGVf0nY5FrawZV_SdjkWtoEegc3SP14Z0rnrf1gHvLE_Ni4QYewK4OjZtObJ_X_n&_nc_ohc=SyY_CteJuMsAX_6GJsX&_nc_ht=scontent.fmnl5-1.fna&oh=e5e56f1429eeb3d28710d2d60c619415&oe=5EAFA56A,"{'Total': '9', 'Like': '8', 'Love': '1'}",{},17
"Start designing, writing or crafting today! Polish your existing skillset and discover other talents during this community quarantine—you'll thank yourself in the future, that's for sure #AchievementUnlocked #ALifetimeForGood",https://web.facebook.com//InsularLifePH/photos/a.670611212975470/2816539955049241/?type=3&__xts__%5B0%5D=68.ARAMno99mNTLks56QMcjakvAhHt5LvX6eBn5nRJqYNTLUxC17Hz4f6Lq22iuP3eGlgdDpvTERs202ITh4JDSgGADmQJGBNHQOLdQrG3JZjViTbGIY2ndkBEC7lRsw9T1XIHtSt8L2jycWYxaX3_veJbOdlgOMdngisDqYjtPiNgJRhkvwUUSoGQZnrviXNmyTS0mOk2zuaARsou-FjEYfjbPLtvWL-B_3zWEbkI0QCw6QGRKHJe_BODjbVxv5aSM7BX2L_wgXpI-MoqVEbs-tsx1udFuXDcRmKK-7c6ik8JC954OErXLcoRMVc91uoCcojI_00uOAQ1wTNeJm0_dSVzjhw&__tn__=-R,2020-03-20 00:02:18,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/90333950_2816539958382574_6037085458087804928_n.jpg?_nc_cat=102&_nc_sid=110474&_nc_eui2=AeGTPj5aWTq3YP0t9L8ObH8TeTzlaOb9ccB5POVo5v1xwOzGHhG_w-OFEj6nw7uRjuTIvhGlg4Zmyo5SzW2F_UCR&_nc_ohc=Sa-VED4zwsQAX8rfRzx&_nc_ht=scontent.fmnl5-1.fna&oh=2f0f6de5c887ad6dddac5404c72bd6fe&oe=5EB33B09,"{'Total': '62', 'Like': '54', 'Love': '7', 'Wow': '1'}",{},28
"For all your troubles, always believe—as said in a song—there will be an answer, just let it be. 😊 Have peace of mind knowing that things will turn out fine when you are covered. Our financial advisors are ready to help (virtually, of course!), just send us a message.",https://web.facebook.com//InsularLifePH/videos/212294089879477/?__xts__%5B0%5D=68.ARCQzC1eLzbuJebJOG0uVrxR01NpHcU-k0TlUe7r39ELEmUyBBJfesqiLZ5D1kE160Qs9g-RUKfI8RIDtKD_LsvY1ntc0JcJnhTuP1CHUecu1l_2WMd8l9JVeU56PeJFMpr-CuSunLrFpil7Ey_3fL_13xxPBXh0xSJkuOUbgotD_NBBqTse9tkKc04G0qhHP-ovIxq3G_7coLaR7vpeq7o2kfujbhRTNTKhVoJ8WkbDPVz1401LMNkkitSil1W5UI94I_pTTv9QwvfsOG2Pjg4343bLQ9kQp1tyVR9UrVv4LJwAliRCnOcgu-K2kjk6V7SgsKwajXcDt2wxZoL0Z8y-igCy2eP8494zfQ&__tn__=-R,2020-03-19 09:41:54,,"{'Total': '68', 'Like': '60', 'Love': '8'}",{},54
"It's Day 2 of the Enhanced Community Quarantine. How are you holding up? Whether you’ve grown restless at the lack of human interaction or you've claimed social distancing as your love language, there's no better time to boost your immune system than now. Share with us your own tips to get healthy in the comments below. #InLifeSheroes https://www.inlifesheroes.com/…/easy-ways-get-strong-health…",https://web.facebook.com//InsularLifePH/posts/2812612745441962?__xts__%5B0%5D=68.ARDUMAx-kzTvgdE5Dp3aCU33XzE8cQInajOFalJsUB7hzTY_qfawjpiXMon-o-stQ8i9Vdr9QcULZDwA0pTCRRvx18Za1idMnMd0RxlhdQchBPBbgi-i3WqHMTqAwer1jJi8y4xWzATjvanBCfpA5u-4DKKlR7xAFXWX2Z06x7UxJy4wevOE_gUIKbBIHChsHJVZh2jE7C9xEV-GVOGptTbKiU74sX-QJGdxokyjZg_893PEpsyTyU8MPmsDrNKqm01yW0rqeFUBdcTtLuFb34oGtvdGuKdun6pJPhp2xDJqQBhTwjassEn3ppCzeaIkAEs5U8_y-vic6XXMjMOjXLMYWQ&__tn__=-R,2020-03-18 08:12:50,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQCrYU2YY-Rx51Dl&w=540&h=282&url=https%3A%2F%2Finsular-sheroes.s3.ap-southeast-1.amazonaws.com%2Fproduction%2Fuploads%2Farticle%2FtL5QQL2YxiEUKqUh8NbvudGU%3Fresponse-content-disposition%3Dinline%253B%2520filename%253D%25220%2520ways%2520to%2520get%2520healthy%2520strong.jpg%2522%253B%2520filename%252A%253DUTF-8%2527%25270%252520ways%252520to%252520get%252520healthy%252520strong.jpg%26response-content-type%3Dimage%252Fjpeg%26X-Amz-Algorithm%3DAWS4-HMAC-SHA256%26X-Amz-Credential%3DAKIAJRYEOUFG5LAMSKMQ%252F20200318%252Fap-southeast-1%252Fs3%252Faws4_request%26X-Amz-Date%3D20200318T080732Z%26X-Amz-Expires%3D300%26X-Amz-SignedHeaders%3Dhost%26X-Amz-Signature%3D7050ac05557306790a9c879bb7949a3861277e6bd5e044ef8931b0ff10524cec&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeH_SI_cJHAgntkmFibWvtHjmvvH_SlvGrya-8f9KW8avJX0K89DS-5Hga-NNKWku4JEyZwEwjtBesBkRVw8pFMU&_nc_hash=AQCnqVYe980fQNRf,"{'Total': '45', 'Like': '37', 'Love': '8'}","{'Johanna Tamondong': {'text': ""Sing and dance to your favorite (K-pop, lol) songs at least 15 minutes per day 😍 and have a bottle of water with you while you're working at home! ☺️"", 'post_date': '1584585859'}, 'Frankie Sts': {'text': 'Jump rope every morning!', 'post_date': '1584519626'}, 'Eydee Carganilla': {'text': 'Hello auto debit yung sa policy ko. Idebit ba sa due ko agad? Or di muna mag debit?', 'post_date': '1584583134'}, 'Dante Hipolito Guerrero': {'text': 'Wala bang pa postpone or extension sa pagbabayad ng premium ngayung nakaquarantine ang lahat', 'post_date': '1584681973'}, 'Mary Templonuevo Oquendo': {'text': '💚 To boost our immune system, we replaced coffee with ginger tea (infused with lemon and honey)🍋. 💚 Zumba/tiktok dance sesh! Hello 6M Filipino new Tiktok downloads in just 1 day! Haha! 😂', 'post_date': '1584521737'}}",33
"Can't wait for the day where you can finally say: ""Uuwi na po ako""? Let Dollar Solid Fund Builder take your dollars further so you can come home to them sooner, right when this is all over. Go to https://www.insularlife.com.ph/dollar-solid-fund-builder to learn more.",https://web.facebook.com//InsularLifePH/videos/2518528275131167/?__xts__%5B0%5D=68.ARAkBvglh3oEWxwwGdRqpovZ8pLw7M9b61AxyC6B8wTsJXT7Uvpywc5GBSloMEba764ApfoLM1YODgq0SJnHoJ3A99ZfKzUr_Mb5OtRk3l3P-Y9Mpa-dJhE1XnFQHg0sKgZFlxLy1IdqplgQM7XQ2MNqI_gjM5qCS0EbgIMwOYtJq7hRWNXiDvVaphfVccXlHEZLBSjaUXsy66CnVXV1fov4rhdSfvViF___bEMeTJVlR9ZxnsJ8EUtIqfFIPa_VGnfbaxn7RL_RMtbRnBRjf5GsheB6yGoS6O4jlXSQlsYleUyLQg4EXTd0a7fMZZ0wUwX8bxpbhSS0EqyB4FSv3xkH5J4HAjjiaA5Rvw&__tn__=-R,2020-03-18 00:00:00,,"{'Total': '36', 'Like': '29', 'Love': '7'}",{},39
"Neither you nor your computer should catch the virus! For some of us who continue to work from home (salute!), it's important to form stricter habits when dealing with sensitive data. Here are tips to keep in mind before starting another day tomorrow.",https://web.facebook.com//InsularLifePH/photos/a.202621819774414/2810531018983468/?type=3&__xts__%5B0%5D=68.ARDCGqnA-IlQoVzjGyrkHJIjPWKz1byq29xJn2s8ElNXllnK2BJDPGIKjWyl7h3GYMBnBfelWEHut0dDe4h2fCZ7-sSjcO7tmuTW9J2HjD2Rq6YNXRRMpdLnlxMIga_yJb_G8rD0UNdjD0e6PCT1Mt-kc2p6M7k1-98K5pVn85_4HSOGGF9HSNtrd-08y8EVnLdvW-P7u9Rv4j2yOV61oBMoBCw_uqbCfpdQI6aFVbc2etShDjjkqPRh9QxGgRPvLWQ6GMvoD9_P3FqCLPlW9O2vsnoNHEcJi8h-ajpEvn1lfFP-UXiRiQQdW_SwkNkk0xoI2Pk4gozX6svK8K8u2CXrxA&__tn__=-R,2020-03-17 11:07:06,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/89622962_2810531022316801_682734976399048704_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_eui2=AeG1FoivjxPMJEiyOjti1UKcdPF5NSJa6gF08Xk1IlrqAZxdYVqbGQq75EuT8FccOrZ3XLClIFC9EHqf_uNOme24&_nc_ohc=ZeAuglaLfigAX903SeP&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=5b0a23c2b1fbf21d2fd794e42d2702f2&oe=5EB1FC1E,"{'Total': '160', 'Like': '150', 'Love': '9', 'Wow': '1'}","{'MaryAnn Cadigal Godoy': {'text': 'Yes', 'post_date': '1584450546'}}",112
"Please take the necessary preventive and protective measures against #COVID19. Let's all stay calm, stay safe, and stay at home!  http://bit.ly/inlife-ecq",https://web.facebook.com//InsularLifePH/posts/2809646515738585?__xts__%5B0%5D=68.ARBVoKzPph1D34hoJwRl0zyLGhO6F0vZBbiYppMu4V0mpQPUgW37BThryjOQ4WD9aBcw1ns9n6WCXP-u6LLQd3o0ZF0VlN-BC1hIw_cWHrk3j1SGFatWXecXaaI-rB0T6xWDWop8yiLouk_2oL4BvF_73lVlnPi9VK_Mjfg4Evr-YbHBinx1l0IWDeLOjQVcMZo3KOTF-CYBZNmetWuhuoZUGCqLYgyINZBLMNsuZTdGVODV8rj88blCIxWF9lbDE8z4vm7ZespJEZ9yTV-uOK2hdxYs_9QqghpuCWF0jz2TbasF_c3_vlrjvcE8xFR4zC1aJOP_95_rNA6THmbiVxD-_w&__tn__=-R,2020-03-17 00:37:58,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQCqQ37XDHX1MQKL&w=540&h=282&url=https%3A%2F%2Finsular-life.s3.ap-southeast-1.amazonaws.com%2Fuploads%2Fdc2b7732-a21f-4501-a1f2-5075269fc7fe%2FECQ%2520Website.001.jpeg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeHhQWPAukRVIxa6KcDi6ZmqjtetRWK0E1WO161FYrQTVTL06FSMPGNj5xDYjcG0yYVXYpZneg_IgoWaX6eYZ_gd&_nc_hash=AQBIRZxWeRWqDfus,"{'Total': '124', 'Like': '111', 'Love': '13'}","{'Rose Buccat': {'text': 'Thank you Insular Life, more power and God bless.', 'post_date': '1584406886'}, 'Elijah Fuertes': {'text': 'How about the monthly payments po? Originally, it does not have grace period of 30 days.', 'post_date': '1584422410'}}",164
