Post,Link,Posting Date,Image,Reactions,Comments,Shares
"In light of the COVID-19 situation, we urge our policyholders to practice precautionary measures by avoiding large crowds.  Policyholders may pay their premiums online through bank partners, or via Manulife Online: https://manulife.pub/manulifeonline",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3117530191611198/?type=3&__xts__%5B0%5D=68.ARAQxh7rIFfC0tgFR6yRdSF1-ocfDmJSaB3vKqNGdFwtlkV2gR_eaPJVZzIyu9nVUa85lASURFAYDIvpTBdtI6p7mkApq29GsnXZnpncHOWstpi_cYBJQPeQaFyhoSJbhsG9pqi-QFPVFIVFpFy8fUzR1LnowpiqoUAGunMABbrgE_cTn3iZ3Ea2UW1yA5y-S1i5bIVNmGbWk4WB-aUa8adE7gJxaYqZe3EC4DbLb-nX8f2BAY-VjcX9AMKjYXTwI31P5uPNH6zFAPcTMYgY7OVo0f4gg3pG8qHzUvjUqWOHZhgMgMMaf5Hul1mC5y4GREVgIBqxFrhEtoxchGs1DGJZFw&__tn__=-R,2020-03-14 02:00:36,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/90128473_3117530194944531_4763731399758839808_o.jpg?_nc_cat=104&_nc_sid=8024bb&_nc_eui2=AeHc-agedHhwlpUnwMvXGBRE0V5YglHzNyfRXliCUfM3J5x1EJucIDGIzNxpuhsKSZQ0hlyot3cbHR2c2JAtAdtq&_nc_ohc=kap87XlnisAAX9shHkX&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=66741c612ba0974d428ad1dbc769be25&oe=5EAF8264,"{'Total': '387', 'Like': '328', 'Love': '57', 'Wow': '2'}","{'Carlito Nguyen Bautista': {'text': 'please extend grace period. The due date of my sister ‘s policy is January Feb 25, 2020..', 'post_date': '1585892500'}, 'Beth Estil Chavez': {'text': 'Thank you manulife ❤️❤️❤️  as an policyholders i may be thankful so much ❤️❤️❤️', 'post_date': '1584265050'}, 'April Virlon': {'text': 'Thanks for the badge 💗', 'post_date': '1584286970'}, 'クラウン リチャード': {'text': 'thanks for the badge', 'post_date': '1584263952'}, 'Rentau Romo': {'text': 'Thanks for the badge', 'post_date': '1584236077'}}",554
"We are truly grateful to these heroes, amid the COVID-19 situation. Thank you from Manulife Philippines!",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3117528238278060/?type=3&__xts__%5B0%5D=68.ARARxBX45EMNKlpTr9k36BBAfTK9cwrnudJcdIXqXIb427RaVf1fK06ZcH3O3TysLuf79SVDhzHxIZNpB8i3YUIyqRmT97ihegXH6vzkDEP5h-eho672AD7_ONj8x20CtiyyHgsrI3T2mfDfNRDnx1I4dKAPujKMr1nQo3eewDqWG07MY_Ef6mLgAI4BR5WvINPp4U9MEOO8_t9TmVecNIEG8OAPJ3Oz8uv_MONFOEJNa97uVTLxMRj1dP0593581Z0VqGDPO62sQJriQeiEhktxJgzBmmd-0QRA_N3MnTnmx0E0h4n0ZoR3xAbF5bg8ac3htDSkjWiGHQC9REZN1tZlYQ&__tn__=-R,2020-03-13 09:30:32,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/89048315_3117528248278059_5403415032732057600_o.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_eui2=AeFe93SR0sHNy9LtrYrqoju2glHgEAo_EAeCUeAQCj8QB9u8l0Qcez4pZP0IIaHbU8rfzgkcDAMJD_jPPf2yTmFx&_nc_ohc=TZ5sunh6A1gAX8DWL03&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=99cc5304ff3a62f3caa11b4efebeaf4b&oe=5EB1999D,"{'Total': '14K', 'Like': '11K', 'Love': '2.5K', 'Wow': '33'}","{'Jhet Javier': {'text': 'Thank you for your dedication and sacrifices, all health workers and Frontliners! God bless you!  Praying for your safety 🙏', 'post_date': '1585578248'}, 'Rye Cabansag': {'text': 'thank you to all of the unsung heroes! The front liners of fighting this virus! my most sincere respect ❤🙏❤🙏', 'post_date': '1584171273'}, 'Shulamitte Lodonia Cempron Lacida': {'text': 'Thank u very much God is good all the time  Salute to all filipino nurses God bless to all of you!🙏🙏🙏🙏💖💖💖💖', 'post_date': '1584208621'}, 'Christian Ocampo': {'text': 'Thank you our new heroes, God Bless you all and your family as well. 🙏🏻😊', 'post_date': '1584356150'}, 'Nelly Oller': {'text': 'Godbless,to all the front liner heroes of medical staff,our sincere gratitude of thanks n prayer that you will be fine n in good health to help respond this  virus.thank you for your courages n sacrifices,God be with you.', 'post_date': '1584282968'}, 'Ela Reyes Aguilar': {'text': 'Thank You all who are doing their duties, be safe always, God bless u all', 'post_date': '1584220393'}, 'Corazon Casiño Kastiri': {'text': 'Thank you so much. THE LORD IS WITH AND IN all of you today and forever.', 'post_date': '1584255217'}, 'Osie Legaspi-Braceros': {'text': 'Salute to all medical workers! God bless you all', 'post_date': '1584145370'}, 'Cristy Gutierrez Garong': {'text': 'We sincerely thank you guys . Godbless', 'post_date': '1584452047'}, 'Maricor Burgos': {'text': 'Thank You so much..God bless you all!..', 'post_date': '1584175106'}, 'Annaliza Rañada Narra': {'text': 'Thank you very much god bless you all.', 'post_date': '1584252675'}, 'Merlie Libunao': {'text': 'We thank you 😍 Godspeed🙏🏻', 'post_date': '1584177758'}, 'Salva Muñoz Romero': {'text': 'The LORD bless you and keep you🙏', 'post_date': '1584256115'}, 'Ferdinand Co': {'text': 'Yes Lord protect and bless them', 'post_date': '1584173686'}, 'Alex J. Bandoquillo': {'text': 'Thank you Praying for your safety', 'post_date': '1584187854'}, 'Butch Velez': {'text': 'D’ unsung heroes of the modern Times.', 'post_date': '1584103295'}, 'Mariel Sarreal': {'text': 'Salute! Thank you!', 'post_date': '1584195591'}, 'Dayuhang Balita': {'text': 'I plead the blood of JESUS to keep you  safe and protected', 'post_date': '1584191363'}, 'Edith Gesapine': {'text': 'God bless you. 🙏🙏🙏🇵🇭', 'post_date': '1584232048'}, 'Placida Ballan': {'text': 'God bless you 🙏', 'post_date': '1584278047'}, 'Malou Tiangco': {'text': 'Thank youuu!! GOD BLESS', 'post_date': '1584192556'}, 'Pio Talisay': {'text': 'Filipino nurses need to fight for their rights now.', 'post_date': '1584126063'}, 'Sol Advincula': {'text': 'Thank. you. . you are risking your lives for our country.', 'post_date': '1584276183'}, 'Maria Myra B. Tolentino': {'text': 'Praying for them', 'post_date': '1584201913'}, 'Anne Pascua Arandia': {'text': 'thank u lord', 'post_date': '1584195833'}, 'Maelena Silva': {'text': 'Thank you!', 'post_date': '1584269476'}, 'Nora Orzales': {'text': 'Thank you', 'post_date': '1584219919'}, 'Tonels Balibrea Abastillas': {'text': 'Salute ,', 'post_date': '1584235390'}, 'Ronnie Nolasco': {'text': 'Amen', 'post_date': '1584277647'}, 'Dimple D Panganiban': {'text': 'Tnx manulife', 'post_date': '1584193680'}, 'Bayani Marzo': {'text': 'AMEN', 'post_date': '1584219871'}, 'Tablanza Edang John Rodney': {'text': 'Amen', 'post_date': '1584247459'}, 'Edwin Edwin': {'text': 'yess', 'post_date': '1584269946'}, 'Marfel R. Moreno': {'text': '👏👏👏', 'post_date': '1584271342'}, 'EmilChito Agbayani': {'text': 'Salute to all medical workers. God Bless you all!', 'post_date': '1584263274'}, 'Irene Santos': {'text': 'Salute to all medical workers ! Godbless you all 🙏👼👨\u200d🔬👩\u200d🔬😷👆💖💞🇵🇭', 'post_date': '1584191087'}, 'Antonia Vicente': {'text': 'GOD BLESS TO ALL  MEDICAL WORKERS', 'post_date': '1584264432'}, 'Erly Camitoc': {'text': 'Nkakalungkot lng kc napakababa ng sahod nila dito s sariling Bansa.', 'post_date': '1584153726'}}",2K
"With the rising popularity of cashless transactions that ensure accuracy, safety and convenience, Manulife has made it easier to manage your insurance plans. https://manulife.pub/39Ago31",https://web.facebook.com//ManulifePH/posts/3108437502520467?__xts__%5B0%5D=68.ARBxwEAAXRGXczaLVZaxgdajT5DlYJk10dVB-HlXyHYNXY683hglbtlPxf6CldAspks2R2NeiC1jNyHB4AOT1NdGL3dd587hsYnXJU1HLasBLv107cY4NG-TZMA0RGrakaDjc0yv7PwWhxCWuCtW_pRA9VZij3F6PjC5B0dXRw0UTdchM4Gq7PgjZn25maobLjL3PEdXegtRLzv6e37bicKZz7qgFa2U0arfYBcVrs9d0rfbO2hSfixBVILzi3Cg9xx2xKF8RGZ9COpnVLkdEFj4VgAeaRQy0ceo_Tfs7LSNiUJ6wbco7Wi-G03YdfTiTI1_oOwAZoKCKJ-10zgbIcCpIA&__tn__=-R,2020-03-13 03:00:47,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQARpev-L3w6Pmav&w=540&h=282&url=https%3A%2F%2Fwww.manulife.com.ph%2Fcontent%2Fdam%2Finsurance%2Fph%2Fimages%2Fblog-images%2Ffebruary-2020%2FiStock-530631109.jpg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeEsnwczFlkbfnYLk3QBgnVt88VsBY7zGxvzxWwFjvMbGxvp0q_A-0MGZ8BYPmlgQsvQy9_ULFREggwtdZ8tuSFy&_nc_hash=AQDVVJXXzwnWE19q,"{'Total': '204', 'Like': '173', 'Love': '30', 'Sad': '1'}",{},229
"In these times, prevention is better than cure. Remember to stay calm, and practice good personal hygiene to protect yourself from catching diseases. Share these tips to everyone you care about. #ManulifeWellness",https://web.facebook.com//ManulifePH/posts/3115576685139882?__xts__%5B0%5D=68.ARBXuBNe8QIo7UNTB-ymj-8S1EvEjemmBQEAvQdCf_UmKJxiloKqn5XQNqL7OFXzVnFMNV7rwNX6WqeotIeFaGHy54YUv152_hUl5FqX0tPzGjK9SonAcL8XIowAOqku_wLkgPBbgY4SnuZeKMQASyWr82IzprxxM0GBFabmbrINW_8APYyewOd16T-RHlOqhnrCZJf-RKdS_mqpDfQ8hpY39FHYpwmiHANLy6reMUIQwcJSAp411vwqE8jwugRIfFaIe-0qXBXKWoaMS2nay902cserg-kBq62gz5cH3lQXZdg3IV8kTugIm02I3he6U_Rd2ikAkP3zyZDbxVOHzLbfJQ&__tn__=-R,2020-03-12 12:32:58,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/89651126_3115575195140031_5509563397106040832_o.jpg?_nc_cat=110&_nc_sid=8024bb&_nc_eui2=AeGmRu8aAUD0suyQmg1v59hF-h3SR5FcEHX6HdJHkVwQdQlVb_rfmqr_xBRrL92DaMuKtN9BEi5_xrTvJmB6cmDL&_nc_ohc=YcqW1rEMwAwAX_CrPij&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=7b5103ff5047fb48611e0d8ca8fc3ae6&oe=5EB29F9B,"{'Total': '408', 'Like': '339', 'Love': '69'}",{},681
"Getting ready for some major purchase in the next 7 to 10 years? Boost your earning potential by investing in various funds, while enjoying life insurance coverage at the same time. Learn more at https://manulife.pub/32C3dMk",https://web.facebook.com//ManulifePH/posts/3108449085852642?__xts__%5B0%5D=68.ARB3WwTcZewx69EDinrTLlwn9Xl-YHq0E9RkKhzromCify7MPBiIZvs4wFBeGUXRTNQl-4aJWcQkVX1zxDosjSoNjTfuGl7l-jL56uj9lyls05d3uyuXT-Q-w9KQ0UXivPcdnzowXD2PK_9IQ-B8ZE0rzT6qYkIG0g1n3jHZLZuoKqcROraNUHOAE1dxRCLbXfeLZ93CeLzO1hl--6V3nhoisBZWLCbNyZWMtG01d8W4qbKUYLmH64i56KgucAfMlVAeY-aIoPhkG8KVGoNNGTmwXvPKpiEXmnSR_PckdmOScmb8xXWTZfbmS_RHksZLkdHBoVUNia3WDe2w-lIpkmIVwg&__tn__=-R,2020-03-12 03:00:24,,"{'Total': '249', 'Like': '214', 'Love': '35'}","{'Michelle Dela Cruz Tando': {'text': 'Pm me for more details please', 'post_date': '1584049815'}, 'Oliveros Merlina': {'text': 'Pm me for more details po', 'post_date': '1585272691'}, 'Ji Ro Ca': {'text': 'Pm po', 'post_date': '1585385962'}}",284
Finding it hard to say “I love you”? Understanding your partner’s love language matters a lot. Here are five unique ways on how you can get the message across. https://manulife.pub/2IIe3qZ #ManulifeTips,https://web.facebook.com//ManulifePH/posts/3107972595900291?__xts__%5B0%5D=68.ARD7TzGgb4AdyKxNseyrQa8p0ycfgypO_7HuiudpLBOVG4_pd2exYXMBzRsrCH2R7hAv1vKz0i40WbEbtMS6QTGihaIukgWPkfhSy_8v79G2-JTRJP-qxm2te8P-fifGOc5KAWB4tuJfqV-pZbKzfWvWpAr4ASd5A-wuaEUvxoup80ShZ5R4S_Tavtxo3D1oebKgHwgYSNJl23FqLbW97DWPzEV-fCvaOhjERCt4fS58JsY7J-yYZIx8GrYam1Tbm-a_Z8y-t9Y1eu08fM36tu9_MGh0Jtm4uNEmpT5hVBLN7nqZlWxRBoIgeelD3gN_sPIHMBCxziDYJVu38OeRWWBSqw&__tn__=-R,2020-03-11 03:00:55,https://scontent.fmnl5-1.fna.fbcdn.net/v/t45.1600-4/cp0/q75/spS444/c0.37.525.276a/p235x350/88345999_23844206692560512_1825435193280823296_n.jpg?_nc_cat=107&_nc_sid=67cdda&_nc_eui2=AeG5o31l6e89mT7ESvb0pWihIzUZdtKaEBQjNRl20poQFBslgnhLRUOka7dmwo4_pn4fsSegNUBNqnaILjRv8AoR&_nc_ohc=gb_9HVOVILcAX9jd94i&_nc_ht=scontent.fmnl5-1.fna&oh=f49f5974dacc0810f9d9d80142082b7d&oe=5EB0FE7B,"{'Total': '644', 'Like': '480', 'Love': '160', 'Haha': '4'}","{'Alma Noel Gomez': {'text': 'Words of affirmation and Say it with hug and hold', 'post_date': '1584057595'}, 'Adelfa S Lelis': {'text': 'Hug ...hold....', 'post_date': '1583982626'}, 'Solo Keyser': {'text': 'Bads', 'post_date': '1584101695'}, 'Marilou Gabiana': {'text': '.0', 'post_date': '1584101570'}, 'Martın': {'text': 'another way of saying ""i love you""', 'image': 'https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p526x296/89653179_627983631101664_8323560690237308928_n.jpg?_nc_cat=102&_nc_sid=dbeb18&_nc_eui2=AeEOIwwy3kzaMnzLFZfp006UbF3gktX-c-lsXeCS1f5z6WscommW5rWMVMY9GeVQdInFWtnLiqg-mtexU-3GOW1e&_nc_ohc=fnsWvXQM1UQAX_-LKUV&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=504cecf202d2fb1ea1359d94c5c541b7&oe=5EB32E54', 'post_date': '1584236635'}, 'Lee Hope Heaven': {'text': 'Yung sasabihan ko na lng 143 na ibang tao yung mapapangasawa ko na lng', 'post_date': '1584086498'}}",300
"We assure our policyholders of our commitment to protecting their health. For more details, visit https://manulife.pub/2W1DUSf For assistance, you may call our Customer Care Hotline at (02) 8884-7000, or reach out to your Manulife Advisor for questions about your policy.",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3110782805619270/?type=3&__xts__%5B0%5D=68.ARBhjEqCnIZZpMT0hcYrf16qbsnKfv-Co3Dyq5uded3HG3fWxdJRpsSqfsizVlU7KZaH6q9WCkY5fJlnwKCru3KhP4KAhU88LxqMy0QmRDEjmvtsuFhzbvggw2GT9edi30q0LzBgpm8-vqzsv0UXl1O8hDt5-_JcqCCv2flNYxNQ5ZJvHVlBLISAma48SS65Aoycw9J7X51uu1Kv8zgpjEKY03A_rxNY-pD4Wi_tuxQ-9bLXOazMJfmhzd-KIpI83jPBJd6KaC8pPlXzZYdOXN4QbR0MKeK4tCA8TB8hyq48H60H6XUxSrw3MLdLZY5hJp0iJeB9whmbYy5bqWh1l9oMzw&__tn__=-R,2020-03-10 10:03:03,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/87853967_3110782808952603_5433484549742919680_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_eui2=AeFBOMzjdToY6yWyAgsRQ5YoBuhGHMWWYt4G6EYcxZZi3m2gwi1rpcghMB3ELP4TeVOQMZud2KxTuTuuJmIkLerr&_nc_ohc=5fJNddoza4gAX-OxM5b&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=89e3a58feff9a686792c00386b8b4721&oe=5EB034CA,"{'Total': '546', 'Like': '370', 'Love': '170', 'Wow': '5'}","{'Cath Lee': {'text': ""Thank you Manulife! Really great that you still have a hotline at this time.  It's more comforting to talk to a real person during a crisis."", 'post_date': '1584709420'}, 'Cristy Gutierrez Garong': {'text': 'What a wonderful support from Manulife . Love it . ..', 'post_date': '1583988196'}, 'Edher Sinlao': {'text': 'hi good day..ask lng po pano po mastop ung payment ko kc nka auto debit ung payment ko pinastop ko n cia last yr p kso ngbabawasan p din ako,..gusto ko n kc ciang itigil dhil indi ko n cia kyang hulugan', 'post_date': '1586164631'}, 'Ayesha Al Ruwaili': {'text': 'Hi Manulife!! Whats your plan for your employees who reside outside Manila? There are no shuttle service,no work from home options,no updates. Whats up? Do You only care for your policyholders and not your employees???', 'post_date': '1584308757'}, 'Anne Asiatico Dacanay': {'text': 'always ready to protect more lives', 'post_date': '1583898352'}, 'Laarni Villaresis': {'text': 'Thanks Manulife..', 'post_date': '1584492425'}, 'Kim Tica': {'text': 'thanks manulife 💕', 'post_date': '1584062054'}, 'Emma Cochesa Elatico': {'text': 'Thank you Manulife', 'post_date': '1584062145'}, 'Michelle Eusebio Gelogo': {'text': 'Thanks Manulife', 'post_date': '1584327892'}, 'Hasan Osman': {'text': 'Thank you Manulife ❤️', 'post_date': '1583890716'}, 'Cecilia Lluisma Rodriguez': {'text': 'Thanks', 'post_date': '1583847700'}, 'Helen Malitod Bangoyna': {'text': 'Manulife May Puso💚💚💚', 'post_date': '1584146522'}, 'Lala Legaspi Garcia': {'text': '💚💚💚', 'post_date': '1583835532'}, 'Marco Antonio': {'text': '💚💚💚', 'post_date': '1583939410'}, 'Pelita De Lara Meru': {'post_date': '1583909478'}, 'Lou Requi': {'text': '💕💕', 'post_date': '1584115616'}, 'Kayzee Rosario-Parcon': {'text': '💚💚💚💯💯💯', 'post_date': '1584029575'}}",1K
"Give your child a secured future with MCBL Assure Max, a plan that offers 200% life protection for 20 years, guaranteed cash payouts every 2 years, and a lump sum cash benefit. Visit a China Bank or China Bank Savings branch near you, and speak to a Manulife-China Bank Life Financial Advisor, or click here to learn more: http://bit.ly/mcbl-assuremax",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3112396065457944/?type=3&__xts__%5B0%5D=68.ARCLl-FQeGSwIXXbP4663sizP_WNf91ZYjI-4bv2ea9D5pCkvAyTieBFvQY_v_SDDhAE_o0zF2jfkIUo4yfyIm0KvF-rmJDkjfmwhlQyb52aENwytLPutUW-cg33fbeNxdNtMvdLXawQ_u-gWS692OPJHVOej0w9q9LwmIWLxaDt46e_Q8_c0-19yqE74QUxF8eJqPTp6gkciilHQb1EahU_X5paH7p6QVVV9HhZ87lrxKGFV5tEJMpvwgEeju6XOKh-9aG0FLr25h2MvqOEjxTtHLFMmtpv6uh4lLfzB_3zNmwOVux-ni8_s1iX6cqapR3-OFod3UJPVBXBc2UCZS4o5g&__tn__=-R,2020-03-10 04:00:00,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/89606605_3112396075457943_3875521318153617408_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_eui2=AeH-5v-_O-5fwPvaL_lbRvgBFz8kXuQZmBgXPyRe5BmYGJcjr4bVX7b3GFRiBeuPntTXDgtr-ZROeI7RIMKSA0Fd&_nc_ohc=3A331ra3GOUAX-fmoZt&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=1399ad88f95bfa092da3fd7ac2cd7dfb&oe=5EB2C864,"{'Total': '235', 'Like': '200', 'Love': '31', 'Wow': '4'}","{'Michelle Dela Cruz Tando': {'text': 'PM me for more details please', 'post_date': '1584049839'}, 'Rebecca De Dios-Valdez': {'text': 'What is the minimum coverage?', 'post_date': '1583922603'}, 'Sharon Rose Nazaro Montano-keleste': {'text': 'Pm me for more details sir pls', 'post_date': '1584748068'}}",165
"Hosted by Manulife Philippines and organized by the Fintech Philippines Association, the landmark Insurtech ’20 event brought together different stakeholders. Insurance companies and insurtech startups shared best practices to help accelerate the digital revolution in the Philippine insurance industry.",https://web.facebook.com//ManulifePH/posts/3110260165671534?__xts__%5B0%5D=68.ARAy6BOVPWDWXRpQoVpBkkeuE0kOvlKdCk4QAtGGpOW0jMLXZCU_WfUNdvBGjt2XN0f4xb2Qdsd0yuegdQvjUFINz3IGi61pY2M2JTcIxQwBl9h7rFYRyI-UvfQyccPH3gyiPl1FRE6t7bijGPMfeZoaGCaWTZAS8WLThZLVslupXyX82xhTBrW_EADnv_fq9WULBVSVgbmVaaCCOV_x-Iwko0FRNuA0d-i4xqLUNSeDT25n-mc9HE_h-xg8bMmW4ZgxyfUUMC58aKMBp4HLPSPV66vYUMYDUMbLeoC0_ahcUVp7EDb6uZe757aUrtr4lPA53FIgCgL8gxh_dXkoA_PGdg&__tn__=-R,2020-03-10 03:21:16,https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQAx5ju4StqiUkzC&w=540&h=282&url=https%3A%2F%2Fdigitallifeasia.com%2Fwp-content%2Fuploads%2F2020%2F03%2FInsurtech-UnionBank-Justo-Ortiz-1024x949.jpg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_eui2=AeF4k6Qet-hlQkLewPJ4OyD1C8f6UKulmrYLx_pQq6WathCOsyWkOjGLGS2iOfh4Mt-SM32Rk0wnsZY6RclJmrTD&_nc_hash=AQALq2Y-LMotXL5v,"{'Total': '187', 'Like': '176', 'Love': '9', 'Wow': '2'}",{},107
"Thinking of how to keep your money safe? Get a Manulife Goalkeeper to enjoy life insurance coverage for 7 or 10 years, and get your initial investment back at the end of the coverage period. Learn more at  https://manulife.pub/398FvJX",https://web.facebook.com//ManulifePH/posts/3107969099233974?__xts__%5B0%5D=68.ARDchXv7Xa4sf-aADmw_1JxyHOcfUWUfNUiqP59eypzahybmnptRmiZAdtb7cHPV4_cCdVQwINTmAt9RXgeF-5bhIk3lZn27DOSLTNEv0-mXdTJvXx0G1IKD1Od0lecNE-tnfC9iMs8eJWxaGu9990HwL6uEQgZnHuBZrKkrK7iTbubBICjnnHqhKMrtxSdvcu7x-fix-IjouVotE6rddM43sfwFXj30vRrilrd-pNGRsO6uB858xp0nkJRIALes3F0D_33Ak6ULVkGCF1reenX_zFhC2IrNuTxsoD_Gn_MrOScPsfbsHepHmxalWPwFDg0HyiVxQp3ecFV5SUljfY_LhA&__tn__=-R,2020-03-09 09:00:39,,"{'Total': '362', 'Like': '315', 'Love': '44', 'Wow': '3'}","{'Dinna Cruzada': {'text': 'how does this work?', 'post_date': '1583757292'}}",405
"To our policyholders, our branches will still accept payments in cheque, credit or debit cards. You may also register and pay via Manulife Online.  For other easy payment options, check www.manulife.com.ph",https://web.facebook.com//ManulifePH/photos/a.220064528024460/3107964295901121/?type=3&__xts__%5B0%5D=68.ARCFYnIWEKuzYr9t96guyvw1NQPqqEbPyJeXW7c6EIKpEWgXhPmH7JyDb4dzM6UQpxJ8ghqrnEhfMjWLGLbsmPkLqXiBvWqT53znwnQSjW8GYu3FePlST2Wf2LFRvT6pmI9RRbdEEW64hVOmMZM-jrp4li0eGj796-8YgOPsHxBmKPfpeHkIJD5O1tcZtf_HqKEzlMtlaz1dHeF-H745Smg9fd_QA6ouRxePia-sOykuCelE_89LroihS3fYjFWwN1IhS5BBIuQH2HRTAVI2L5CM0pN9TgO5yR-4KI55tawPL2FcXSosXlud-wtmzY9Rb-6zN-dXuacUiydoKIQUB8TuzQ&__tn__=-R,2020-03-09 02:20:39,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/89230265_3107964302567787_6492530778067435520_o.jpg?_nc_cat=111&_nc_sid=2d5d41&_nc_eui2=AeFH3bc0q0EVPfHyE2nH8dfpOHuJA-a-0Zw4e4kD5r7RnKqqAZM6uvNFHCOg2LUSSxVON052ayVSvv7C0002eTaI&_nc_ohc=Nlxaa0oRabcAX91d0rn&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=21aa536552fcc2539e51fc22632a3081&oe=5EB11B1D,"{'Total': '404', 'Like': '364', 'Love': '37', 'Wow': '3'}","{'Laidz': {'text': ""I've been trying to register sa Manulife Online, kaso palaging error. Ano po ba dapat gawin? Please help. Thank you."", 'post_date': '1584883508'}, 'Jocelle Emperado Nogoy': {'text': 'Gcash? Not an option sir?', 'post_date': '1583741271'}, 'Añdls Soñj': {'text': 'How to pay through Metrobank online?', 'post_date': '1583740182'}, 'Teresa Chin Pua': {'text': 'how about paying to bdo? pwd po ba?', 'post_date': '1585820660'}, 'Bernadette Arboladora': {'text': 'How about paying cash in  accredited bank  po?', 'post_date': '1583840680'}, 'Ismar Alingig Trapal': {'text': 'How about paying via gcash?', 'post_date': '1583832575'}, 'Hazel Ferraris': {'text': 'how about sa bdo?', 'post_date': '1583729321'}, 'Ialyn Enriquez Pinero': {'text': 'Gnun....', 'post_date': '1583725405'}, 'Tamai Buen': {'text': 'Howabout bayad center po?', 'post_date': '1583844025'}, 'Jelo Reyes': {'text': 'Take Note: Jel SN Culala', 'post_date': '1583848626'}, 'Caroline Gumuwang Nabehhet': {'text': 'How about Bayad Center?', 'post_date': '1584487977'}, 'Lucille Sy': {'text': 'Paymaya?', 'post_date': '1583766697'}, 'Seph Palomo': {'text': 'How bout bayad center?', 'post_date': '1584607769'}, 'Mariefrance Armenta Llantero': {'text': 'Hi applicable p rin ba bayad ctr.', 'post_date': '1585495058'}}",573
Let’s help create a more gender-equal world. #EachForEqual #ManulifeWeekends,https://web.facebook.com//ManulifePH/photos/a.220064528024460/3105388102825407/?type=3&__xts__%5B0%5D=68.ARCTGD42CjXdugYJDiO-6zLd9UixqwqNG1PFi36_mhhQK3MM_WBefMIukU0581JR1msKtQSIiwJ1dZwqlcKrVKLIAkMTKp19nclr9Ny_ZkrQ_fs0BBGdhck1Ph8_ggln6w6A03P3LU_MoGpy5hiYecIAeRYpnCRKx8V9xDUMU6OUSwyqDLRUHhdDtRYG9CT7k2xXwqDSwxGSFq_8sEX-va4T6Xe6FDQPs7mH_OGNdKA-45lhEKBXfl-kOADw9bmv4Np6eBgiJ-iQkRM-1-KeNKd7uL4Uig9c3fp2EYhPsrf-4MwHHHy6sB3_PbcrI7jcKvHkg2rk_Ys4ePis077HhM3spg&__tn__=-R,2020-03-07 23:00:57,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/89330324_3105388109492073_1331589369571573760_o.jpg?_nc_cat=107&_nc_sid=da1649&_nc_eui2=AeHpNdNsJbQPZKajMYrGCwD_qLKAJEh8nsiosoAkSHyeyDIsVLVfAkhfNYPECGa9Ht4WKUm8zH71OtdmKBaFMa9h&_nc_ohc=8PUlqZovdBYAX92RfBd&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=85df2e450806b97a63ebf3865027d016&oe=5EB10900,"{'Total': '396', 'Like': '309', 'Love': '87'}","{'Charlyn Basilio': {'text': 'Amen', 'post_date': '1583650642'}, 'Vida Sencilla': {'text': 'Indeed.', 'post_date': '1583897723'}, 'Alcala Madamay Sasil': {'text': 'Wow.', 'post_date': '1583815217'}}",350
